,sentence,sentiment,disgust,shame,sadness,anger,fear,joy,guilt,disgust_2,shame_2,sadness_2,anger_2,fear_2,joy_2,guilt_2
6055,[ No response.],guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6056,"This happened when it was finally confirmed that I had stood á
first in the university for the M.A exams.  A few days before the á
official results were declared a clerk had brought the results á
unofficially.  So I had been expecting the results but the á
confirmation allowed me to legitimately feel happy at my á
success. á
",joy,1,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6057,"This was when I was being followed home every day from the campus, á
by a stranger.  He would follow me to the campus and then sit á
outside my class.  If I was not there he would ask my friends as á
to where I was.  He was a dark, ominous looking person and I was á
terrified of him as I did not know his intentions.  I reported á
him to the security officer, who turned him over to the police.  á
I was even more petrified then.",fear,0,0,1,0,3,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6058,"A new gas connection was to be installed and the mechanic who came á
to do it was very rude to my mother and me.  I rushed to thhe á
dealer with my mother and had a fight with the dealer as he á
seemed to be unreasonable and was taking the mechanic's side.  á
Ultimately the matter was resolved after my father went and spoke á
to him.  The mechanic was asked to apologize.",anger,0,0,3,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6059,"The day I was to receive my gold-medal for the M.A, my á
grandmother, who I loved very much, died after an illness.  She  á
died a few hours before the convocation.  While I was á
attending the convocation I had to control my grief as she would á
not have liked me to miss it.  It was a day she had been waiting á
for, but did not get to see. ",sadness,0,0,2,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6060,"We had come back from a programme and we were all (three girls)    á
staying over at another girls placce.  One of them started á
passing very nasty and outright bitchy remarks at me.  It was á
brought on by a male colleague's compliments to me, this girl was á
herself interested in this guy.  Bitchiness and catty remarks á
made by women never fail to disgust me.  I can particularly á
remember this incident as she knew that I had not encouraged the  á
guy.",disgust,3,0,3,2,2,0,0,0.6376811594202898,0.0,0.36231884057971014,0.0,0.0,0.0,0.0
6061,"I was learning judo and my instructor wanted me to assist him in á
teaching girls judo at a suburban college.  I was just a beginer, á
and he made me a green belt so that I would be able to command á
respect.  This was against my principles, and yet I allowed myself á
to listen to him.  I gave it up soon after, however I felt very á
ashamed at not sticking to my principles and at not having put my á
foot down earlier.",shame,1,0,1,1,1,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6062,"I was coming back home with my mother when the purse I was á
carrying got stolen.  It was done so swifty that I did not á
realize what had happened till much later.  A lot of money and the á
keys of the house were lost.  I was guilt ridden at my á
carelessness.  I felt terrible as I do not normally loose things á
and this was quite important, especially the keys.á
",guilt,3,0,4,4,1,2,0,0.43137254901960786,0.37254901960784315,0.19607843137254902,0.0,0.0,0.0,0.0
6063,"Inter-national sports events won by my favourite national team or á
player brings me joy, e.g when India won the World cup cricket á
match.",joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6064,"When I had gone to a school picnic and was left behind in the á
forest.",fear,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6065,"When I saw a few people beating a man who seemed to be a á
stranger.",anger,0,0,1,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6066,When India lost the Benson and Hedges cricket trophy.,sadness,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6067,[ No response.],disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6068,[ No response.],shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6069,"When I was responsible for getting my friend run-out in a vital á
cricket match.",guilt,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6070,"When India won the Prudential cup by beating West-Indies in the á
final match and became the world cricket champion.  West-Indies á
was the strongest of the eight countries which participated in á
the competition.",joy,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6071,"As a child, one evening I had read a novel about ghosts and I had á
thus spent a sleepless night as I kept feeling that there were á
ghosts dancing around me.",fear,1,0,1,1,1,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6072,"Despite our good performance and excellent results the management á
refused to meet our demands.",anger,0,0,1,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6073,When my beloved girlfriend got married to another person.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6074,"When I heard that a 14 years old girl had been raped by four á
rikshaw drivers in our town.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6075,"I feel ashamed at the fact that even after 35 years of independence   á
70% of the Indian poulation is still below the poverty line.",shame,2,0,2,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6076,"I read about the national and social spirit and self-discipline á
of the people of developed coutries like U.S.A, England, France, á
Germany etc.  Comparing this to the Indian people I felt guilty á
as they have no national spirit or self-discipline.",guilt,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6077,"I felt happy at the settlement of our marriage, even though we á
are from different socio-linguistic backgrounds our parents á
agreed to the wedding without any conflict or discussion.  We had  á
thought that they would object to the wedding but it did not happen. ",joy,0,0,1,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6078,"One day, early morning my mother who is healthy fell ill.  There á
was no doctor or compounder near by and for a few hours -8 A.M to á
6 P.M she did not speak a single sentence, nor did she drink water á
or  milk.  There was no movement in her body and I felt really á
scared.  I almost lost my confidence about her survival.",fear,2,0,5,2,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6079,"One day my elder brother badly scolded my father.  This was the á
first time that I heard such abusive language from my brother.  I á
requested him humbly not to use this kind of language but he did á
not care for what I was saying.  Finally I picked up an axe to use á
against him, in the meanwhile people intervened.",anger,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6080,"My close friend and I applied to TISS for admission last year, á
unfortunately he failed to get admission.  We had done our graduation á
together and are quite involved with each other, so we had wanted á
to do our Masters degree together.  However, it did not work out á
as we had expected it to and this saddened me.",sadness,0,0,0,0,1,2,0,0.0,0.0,0.8,0.2,0.0,0.0,0.0
6081,"My classmate at TISS has the habit of biting his nails and ever á
since my childhood I have never liked this habit.  This person is á
near me in class, dining hall and the campus so I suggested that á
he should stop biting his nails.  However he found it difficult á
and my disgust feelings have not changed.",disgust,1,0,1,1,2,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6082,"I had this feeling before my graduation and never dared to speak á
to my relatives and  friends.  Because of this feeling I would á
avoid situations, however I do not know the reason for this.",shame,2,0,2,2,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6083,"One day my mother forced me to eat more and I refused, the next á
day she served me more rice and mutton pieces than usual.  When I á
saw this I got very angry and scolded her, and refused to eat.  á
Later I felt guilty and asked her to excuse me.",guilt,1,0,4,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6084,"When I was a student at the Institute doing my M.Phil degree, one á
of my professors called me before the convocation and told me á
""You have got the gold-medal (first rank) in the university and á
tomorrow you will be on T.V"".",joy,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6085,"When I was in my village one of my enemies had written a á
non-sense letter to a girl and he told the father of this girl á
that I was the culprit.  When I got to know this I was scared as  á
the girl's father was a worse man.",fear,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6086,"When I was doing research a few months ago, I had asked the á
Institute to sponsor me for a computer course which was held in á
TISS.  However, because of the administrative officer I could not á
get the money.",anger,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6087,"When I was in Bombay one of my good friends was getting married á
and he had not informed me about it, this made me sad.",sadness,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6088,"I once got a phone call stating ""one of your friend is in jail, á
please come and see him"".  When I went to the jail and saw him, I á
was disgusted.",disgust,0,0,2,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6089,"Some time back I had signed a letter which I had not read.  What á
had happened is that something had been written against my á
friend and this went to the higher authorities.  My friend asked me  á
-""you also signed ?""   ",shame,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6090,"One of my friends came to know through some other friends that I   á
had applied for some course in an institute.  He asked me ""why á
did not you tell me, I would also have applied.""  At that I felt á
guilty.",guilt,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6091,[ I am joyfull to be alive every night.],joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6092,[ I have not felt this emotion yet.],fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5384615384615384,0.0,0.46153846153846156,0.0
6093,"[ On discovering the red-tapism and the bureaucratic, corrupt, á
decadent, degenerated infrastucture of every public utility, á
office and service; and the rampant corruption at every single á
level of education and other institutions.]",anger,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6094,"The death of Jaya Prakash Narayan caused a great deal of sadness á
as I believed that he was the only true democrat and a ray of á
hope on the Indian horizon.",sadness,1,0,2,1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6095,"[ This is an everyday feeling.  Many situational events : causes á
are unclean and dirty environment, illiteracy, poverty and á
neglect of human resources, disgust at the lack of perception on á
the part of us ( educated few) for the lack of drive and drive á
towards their redemption. ]",disgust,5,0,3,3,3,2,0,0.76,0.0,0.0,0.0,0.24,0.0,0.0
6096,"When I realized that I belonged to a country which is amongst the á
poorest in the world and that inspite of having the resources we á
do not utilize them.  I was ashamed at myself and my country, á
shame at the lack of parity between the lifestyles of the á
citizens.",shame,2,0,2,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6097,"When I realized that I was not working hard enough and was not á
being useful as an individual to the society or the family, guilt á
at spending money on uncalled for activities - in short wasting á
my life.",guilt,2,0,2,1,1,1,0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
6098,"My joy knew no bounds when I was selected for a job even before á
having finished my studies.",joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6099,"I was scared when I realized that I might miss the train which I á
was supposed to take.  I was 1500 Kilometres away from home and when  á
I heard the depart whistle I was still 150 feet away from the á
train.  I finally made it.",fear,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6100,"I felt angry when repeated pleas to the ticket collector and the á
co-passengers in order to make a queue fell on deaf ears.  I have á
this feeling whenever someone is not disciplined and methodic in á
doing his duty.",anger,2,0,2,2,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6101,"I am filled with gloom and sadness at the death of a person.  á
More specifically, I felt sad after hearing the news of a á
death of a person who was hale and hearty and full of life, withá
vigour and plans for the next day but had no next day to cherish it.",sadness,2,0,4,2,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6102,"I feel disgusted since I am unable to cope with all the wordly á
affairs as I spend much precious time to pursue my hobby and á
to be admist the people I love and long to be with.",disgust,0,0,1,0,0,3,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
6103,"I always feel ashamed when I do not succeed in accomplishing á
something in which I had put in all my efforts.",shame,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6104,"At times I have been attracted to conducts which are socially á
degraded due to their ill consequences, and then I feel guilty.",guilt,1,0,2,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6105,When India first won the world cup cricket tournament.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6106,"I was then in the 10th standard and was going to my native place. á
 The last bus had already left and so I started walking, it soon á
became quite dark.  The road was a village road and was deserted, á
I was not even sure if that was the right way.  I finally reached á
home at 10 P.M.",fear,2,0,2,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6107,"I was travelling from Delhi to Bombay.  I had booked a seat one á
month back and I had also got a telegram confirming this.  á
However, in the train my name had been omitted from the á
reservation sheet, and the one seat that was still vacant was á
alloted to another person who paid for it despite my requests for the á
seat.  I was allowed to stay in the reserved compartment when I á
paid money.",anger,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6108,"The news of the natural calamity, an earthquake in which hundreds  á
of Mexican people died.",sadness,0,0,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6109,"In Punjab, when in the name of religion people killed each other á
during the agitation.",disgust,0,0,0,1,0,0,0,0.0,0.0,0.0,0.32142857142857145,0.6785714285714286,0.0,0.0
6110,[ No response.],shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6111,[ No response.],guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6112,"I felt happy at the end of a 10 day student camp.  We had shared á
our hopes and aspirations and in the open situation so generated, we á
had made strong frienships and experienced our own worth as well. á
 ",joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6113,"One of my fellow students had bunked field work and in my attempt á
to cover up for him I myself was exposed, though not directly.  á
We were to meet our field work suprevisor and we were afraid of á
the consequences.",fear,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6114,"I had made an error in planning a programme and had publicly á
accepted the mistake, despite repeated requests not to bring the á
matter for discussion a professor kept constantly passing remarks. á
I reacted angrily.á
 ",anger,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6115,"I was in love with a girl but had to separate from her because of á
different commitments concerning life and career.  I loved her as á
a person but could not agree with the life the future would á
demand.  Parting from her was very sad.",sadness,0,0,0,1,0,1,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
6116,"Students on campus were unnecessarily creating trouble just to á
heckle the authorities - not to achieve something concrete, but á
to further their own interest.",disgust,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6117,"I had reacted angrily at a friend for no fault of his.  I had á
raised my voice and had not cared for his opinion.",shame,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6118,"I had promised to send something to a friend and it completely á
slipped my mind.  I felt guilty for having forgotten.",guilt,0,0,2,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6119,"This is one feeling I never betray, but I must confess that the á
last time I slighty felt happy was when I passed my M.A with a á
high rank.  This was a few years ago when my friend told me about á
the result.",joy,2,0,2,2,1,3,0,0.6470588235294118,0.0,0.0,0.0,0.35294117647058826,0.0,0.0
6120,"A few weeks back I had a very important seminar and I had á
circulated my papers to all the panel members.  A day before the á
seminar I realized that I had inadvertantly burdened certain       á
derivations and I had failed to correct it.  I feared that this    á
would reflect very badly on my performance.  Fortunately none of  á
the panel members detected it and I felt relieved.",fear,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6121,"A few days back a friend of mine poked me in the ribs for fun's á
sake, though I had warned him an infinite number of times that it á
really hurts me, he did it again.  I usually ignore this but this á
time I flared up for a split second and threatened to bash him á
up.  This is the latest incident when I lost my temper, though I á
felt very bad about it later.",anger,1,0,2,1,2,1,0,0.4444444444444444,0.0,0.37777777777777777,0.17777777777777778,0.0,0.0,0.0
6122,"The saddest moment in my life was when I lost my younger sister a á
few years back.",sadness,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6123,"Yesterday, I was just about to cross the road when a country guy á
who was ahead of me spat out a mouthful of betel juice on the á
road.  It was very windy and had I not checked my speed I would á
have had a very good shower of his saliva.  Though I was not á
angry, I felt that these people were very indecent.",disgust,3,0,1,3,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6124,"Yesterday while playing volley ball, there was one person extra    á
and somebody had to out.  A mess worker and I were the  á
last ones to arrive and we had arrived at the same time.  á
Rightfully one of us had to opt out of the game, as I was á
delaying leaving the mess worker opted out saying that I should á
play.  I felt ashamed of myself.",shame,3,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6125,"A few days back a friend of mine had asked me to call on him on á
Sunday.  I had accepted it but later did not go for no specific   á
reason.  I just slept in my room.  The next day this friend called  á
me up and told me that he had been expecting me the day before and á
his wife had prepared a very good lunch for me, which had gone á
waste.  I felt very bad about this incident and it has been á
growing in my heart ever since.",guilt,2,0,1,1,1,3,0,0.5405405405405406,0.0,0.4594594594594595,0.0,0.0,0.0,0.0
6126,When I got my B.Sc degree with first class.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6127,Before the declaration of the S.S.C results.,fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6128,When I was punished in school for no serious mistake of mine.,anger,1,0,2,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6129,"When I received the S.Y.J.C results, the marks I obtained were á
not up to my expectations and I missed admission in engineering.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6130,"When I could not attend the college picnic due to some á
difficulties.",disgust,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6131,"When I was detained one day in school, by the vice-principal, for á
indiscipline.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6132,"One day at school I had quarrelled with a school-mate, and á
ultimately I had hit him hard.  He, being physically weak had to á
visit his doctor and remain absent from school for two days.",guilt,0,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6133,"This happened when I was in the 10th standard.  The paddy crops á
were in a bad shape as it had not rained and there was no water á
in the well, so I was in a very sad mood.  I came to the á
conclusion that I would ignore the paddy field, just 12 hours á
after this it rained for one hour.  This was a very tense time á
and the rain brought me tremendous pleasure.",joy,1,0,1,1,1,0,0,0.20833333333333334,0.0,0.17708333333333334,0.0,0.0,0.6145833333333334,0.0
6134,"At the age of 16 I had gone to see a film in a nearby village, á
about 8 kms  from my home.  I started walking as there was no á
bus.  I had to cross hills and as it was dark I could not á
identify the path.  Half way through it started raining and as á
there was no shelter I ran four kms to reach home.",fear,0,0,2,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6135,"One day my room-mate started imitating me, doing what I had done á
a few hours back.  I got very angry and started beating him up.",anger,1,0,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6136,"A few months a close relative of mine died.  I had never expected á
this to happen and was sad for a few months.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6137,"One day, at an important place I met a group of girls and while á
we were waiting for a bus these girls started smoking and á
commanded me to smoke; I felt very disgusted. ",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6138,"A few months back I had gone to my friend's place and they offered á
me tea and coffee.  I do not have the habit of drinking tea or á
coffee and so they offered me a glass of milk instead, so I felt ashamed.",shame,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6139,"At my native place I was riding my cycle, which did not have á
lights, at night and so a police man caught me.  I requested him á
to let me go but he would not so after a few minutes I just á
escaped.",guilt,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6140,"After my graduation exams I was waiting to get admitted to a post á
graduation course, however the situation was not very favourable á
for me and I was upset.  Suddenly, Bombay university offered me a á
seat and I landed up in Bombay for my post graduation studies.  á
This happened last year and was very pleasant for me.",joy,0,0,1,1,3,4,0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0
6141,[ Never experienced.],fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6142,"This was the worst incident of my hostel life.  I was insulted by á
a close friend of mine on the eve of the New year and it totally á
spoiled my New year's night.",anger,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6143,[ When I feel that I have made a mistake.],sadness,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6144,[ Never experienced.],disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6145,[ Never experienced.],shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6146,[ Never experienced.],guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6147,When I got my B.A degree with first class.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6148,"I received a letter from my college telling me that I would not á
be allowed to sit for the exams because of my low attendance in á
class and the bad experience in the terminal exams.",fear,1,0,2,1,2,0,0,0.421875,0.0,0.578125,0.0,0.0,0.0,0.0
6149,"Once a friend had pushed me and I had fallen on to a window which á
then broke.  I was taken to tthe principal's office and he á
accused me of having broken the window.",anger,0,0,2,2,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6150,"When I received my S.Y.J.C results which did not allow me to get   á
admission in engineering.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6151,"Once when I was studying for my examination, I was asked to do á
some work which was unavoidable.",disgust,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6152,"My teacher asked me a question which I failed to answer and I was á
told to stay behind after the class and give the answer after á
studying it from a book.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6153,"During class one day I walked out of the class.  The á
teacher noticed it and decided that he would take some action á
against me, when I realized this I approached him and told him á
that I was sorry for the incident and would not repeat it.",guilt,0,0,0,0,0,0,0,0.0,0.0,0.7291666666666666,0.0,0.0,0.0,0.2708333333333333
6154,When I passed the 12th standard board exams.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6155,"My illness a few years back.  I was sevely down with malaria and á
asthma, I had lost my health, charm and cheerfulness completely.",fear,1,0,3,0,2,1,0,0.0,0.0,0.6607142857142857,0.0,0.0,0.3392857142857143,0.0
6156,During the short period of my unemployment about six years back.,anger,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6157,"My father's death in January 1983 moved me deeply.  The gloom á
prevailed for almost two years and I am still to recover from it.",sadness,1,0,2,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6158,[ No response.],disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6159,"When I was 12 years old I was caught by the Ticket Collector when á
travelling without a ticket.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6160,"A few lies that I had indulged in, a few years ago, while raising á
loans from my friends.",guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6161,"After having finished my B.Sc, I was struggling hard to continue á
my studies and had taken the M.SC exam.  I was not sure that I á
would be selected in the written exam.  When I saw my name in the á
selected candidates list I was overjoyed.",joy,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6162,"When I did not get admission in M.Sc after my B.Sc, I felt really á
bad.  When I started my journey to Bombay, after having accepted á
my uncle's offer to come to Bombay, I was afraid, wondering if I  á
would succeed or not. ",fear,1,0,1,1,3,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6163,"When I was dancing with a dame at a social, one of my friends who  á
was interested in her came and took her away from me.  I was á
really angry with him then.",anger,3,0,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6164,"When a close friend, residing in the hostel, lost his father I á
really pittied him and the situation made me feel sad.",sadness,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6165,"After my +2, when I did not get admission in B.E I felt disgusted.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6166,"When I was in the 12th standard, I could not speak English.  One á
day, while  talking with my relatives I used a wrong word and  á
my cousin corrected me, believing that I did not know English.  I á
really felt ashamed then.á
",shame,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6167,"When I got low marks in the final year B.Sc exams, I felt guilty á
as I had not worked hard because I had been roaming around with my á
 friends.",guilt,0,0,1,1,0,0,0,0.15217391304347827,0.0,0.8478260869565217,0.0,0.0,0.0,0.0
6168,"I was doing an experiment and was not getting the appropriate á
result despite the fact that I had repeated the procedure 4-5 á
times.  Then finally I got it right by a stroke of luck.",joy,1,0,1,0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6169,"Once I was very frightened at night as I had a very fearful and á
terrifying dream, I could not go back to sleep for a long time.",fear,0,0,1,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6170,"Once I had an argument with my friends and I knew that I was á
right.  My friends went on arguing with me even though they did á
not know the right thing.",anger,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6171,[ No response.],sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6172,"My elder sister forced me to do a few things which I did not like á
to do.",disgust,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6173,"Once I had torn a few pages off a library book and I felt ashamed á
at this.",shame,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6174,[ No response.],guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6175,When I realized that I loved someone of the opposite sex.,joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6176,"After I was thrown out of a car in an accident, this resulted in á
a fracture.",fear,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6177,"[ During my childhood when I could not get what I wanted from my á
brother/sister and parents.]",anger,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6178,"I felt disgusted when I was in a helpless position at the loss of á
my fiancee.",disgust,0,0,2,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6179,"The day my fiancee told me that it was bad that I could not write á
my mother tongue.",shame,1,0,2,1,1,1,0,0.5405405405405406,0.0,0.4594594594594595,0.0,0.0,0.0,0.0
6180,"I felt guilty when I thought that I was still not standing on my á
own feet.",guilt,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6181,"The way this particular girl spoke, behaved, and reacted the á
first time I was introduced to her, I felt certain that something á
between us would materialize.",joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6182,[ Never.],fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6183,[ Ther are many instances which are all equally irritating.],anger,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6184,"When a girl did not answer a question, concerning my love for á
her, put forward to her.",sadness,0,0,0,0,0,1,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
6185,"[ There have been very few instances of disgust, as far as I can á
remember they are not important or worth mentioning.]",disgust,1,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6186,"[ I was not, I am not, I will never ever feel ashamed of á
myself for something I have done.]",shame,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6187,"[ Never felt guilty, as I have never done anything which could á
make me feel guilty.]",guilt,0,0,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
